satCatlog,state,datetime,elev,azmth,distance
MS11,rising,2022 Jul 25 00:18:34,16.00035511720739,236.4630924981016,23362.978892532185
MS11,culminate,2022 Jul 25 03:43:00,47.89023632958692,4.392202221124844,20781.51078614748
MS11,setting,2022 Jul 25 06:56:33,15.988283397636723,125.06262864136632,23364.00971979963
MS11,rising,2022 Jul 25 22:52:32,16.002685153545716,216.90682826151655,23360.256669995375
MS11,culminate,2022 Jul 26 01:14:53,56.41186438636975,305.7114326201347,20311.44473608528
MS11,setting,2022 Jul 26 05:12:39,15.998218360773503,97.5937772094356,23367.309050840322
MS11,rising,2022 Jul 26 21:37:27,16.000782313501126,201.58259066736892,23359.103642508497
MS11,culminate,2022 Jul 26 23:54:37,70.66797134890156,290.36889443999434,19760.00611438968
MS12,setting,2022 Jul 25 03:15:15,15.998802023002213,63.76796894696415,23372.529744862157
MS12,rising,2022 Jul 25 20:35:12,16.000326530622555,187.3140782463826,23358.519745575115
MS12,culminate,2022 Jul 25 22:50:59,87.3045371968512,280.6979970083619,19491.23681782509
MS12,setting,2022 Jul 26 01:34:09,15.99883393319513,45.64665255159442,23374.75961491467
MS12,rising,2022 Jul 26 19:34:41,16.002354561945065,173.67080823040618,23358.287228791072
MS12,culminate,2022 Jul 26 21:47:19,76.26475958674335,93.49808927666739,19623.740296809694
MS13,setting,2022 Jul 25 00:13:11,15.998995994926275,37.43775965636828,23375.561957987786
MS13,rising,2022 Jul 25 18:48:18,16.001705884191914,157.7121715651224,23359.07057020896
MS13,culminate,2022 Jul 25 20:52:34,59.30249337266864,86.68457681930755,20173.992520331863
MS13,setting,2022 Jul 25 22:53:50,15.99948912654821,34.4796925295639,23375.756429244662
MS13,rising,2022 Jul 26 10:52:11,16.000504095768882,320.0814239675756,23375.1682615801
MS13,culminate,2022 Jul 26 11:59:44,27.393827345835277,288.19202670774916,22304.070795701777
MS13,setting,2022 Jul 26 13:12:44,15.999880499511088,250.26275181149853,23365.169179757613
MS13,rising,2022 Jul 26 18:07:08,16.000131035266218,139.01825296989404,23360.9556503479
MS13,culminate,2022 Jul 26 19:55:11,43.87304147979256,80.15051021393961,21032.462032965217
MS13,setting,2022 Jul 26 21:35:34,15.999608576366247,34.71417822057788,23375.710792853675
MS14,rising,2022 Jul 25 09:33:54,16.0003627523297,325.0580652968204,23375.637292342035
MS14,culminate,2022 Jul 25 11:11:38,42.191492722585906,280.61718481843604,21146.045094414545
MS14,setting,2022 Jul 25 12:57:10,15.99971006659675,223.4089542559129,23361.346405137283
MS14,rising,2022 Jul 25 17:49:12,16.000210821720206,113.1328664173081,23364.55519327419
MS14,culminate,2022 Jul 25 19:06:43,28.925919335292367,72.67959020329994,22171.451191696895
MS14,setting,2022 Jul 25 20:18:16,15.99878620507069,39.03265093969246,23375.41309477178
MS14,rising,2022 Jul 26 08:15:32,16.00002202415681,325.6459878165299,23375.706708623635
MS14,culminate,2022 Jul 26 10:14:35,57.50842705687691,274.04281797295243,20256.559186511455
MS14,setting,2022 Jul 26 12:17:30,15.999567799316255,204.19549574732645,23359.455097760976
MS14,rising,2022 Jul 26 18:11:40,16.000002942876193,66.51103287960636,23371.965728927025
MS14,culminate,2022 Jul 26 18:15:58,16.040055007667636,64.38605551258053,23368.280746367265
MS14,setting,2022 Jul 26 18:20:14,15.999988889912917,62.28285104836124,23372.560406654193
MS15,rising,2022 Jul 25 07:01:05,16.000407700975774,322.87653998395876,23375.43432835992
MS15,culminate,2022 Jul 25 09:20:10,74.40611413874787,267.261250808992,19663.66760323819
MS15,setting,2022 Jul 25 11:32:13,15.999403018216455,187.941144346278,23358.67211068957
MS15,rising,2022 Jul 26 05:36:35,16.000466034966912,315.62051492164915,23374.706193981565
MS15,culminate,2022 Jul 26 08:16:56,89.15500951956494,80.22016796510054,19486.434635165104
MS15,setting,2022 Jul 26 10:32:31,15.998174784181304,174.2016744350831,23358.737905382248
MS16,rising,2022 Jul 25 04:01:07,16.000115212553165,297.93641645004965,23372.594226619156
MS16,culminate,2022 Jul 25 07:14:04,72.40959234871265,70.86451001471501,19712.95339761729
MS16,setting,2022 Jul 25 09:31:04,15.9989935923168,160.0129885566734,23359.238511208387
MS16,rising,2022 Jul 26 02:01:12,16.000341930101108,266.18354660468117,23367.666658225902
MS16,culminate,2022 Jul 26 05:55:49,57.88803129154682,56.662912629989336,20240.730740075975
MS16,setting,2022 Jul 26 08:16:57,15.998059179013657,144.98233618023605,23360.562555811124
MS21,culminate,2022 Jul 25 01:12:13,29.56162785995271,72.7056251106891,22117.328117337627
MS21,setting,2022 Jul 25 02:25:08,15.999269157816855,38.39176947290147,23375.450853111906
MS21,rising,2022 Jul 25 14:21:40,16.0016186127238,325.99243471762657,23375.602604280826
MS21,culminate,2022 Jul 25 16:19:56,57.125693840828255,274.50489952850035,20274.809826751887
MS21,setting,2022 Jul 25 18:22:09,15.999595695300629,204.97642959592446,23359.53648750479
MS21,rising,2022 Jul 26 00:04:16,16.000003948489212,73.0329078212977,23371.030373099067
MS21,culminate,2022 Jul 26 00:21:24,16.63561763565386,64.46082223435982,23309.201602311052
