satCatlog,state,datetime,elev,azmth,distance
MS11,setting,2022 Jul 25 01:52:09,15.999334386878184,5.480339754132152,23350.086241411802
MS11,rising,2022 Jul 25 19:17:26,16.000366763201566,244.65905990132748,23381.688147047018
MS11,culminate,2022 Jul 25 22:27:53,74.07703391985773,111.13581373426386,19680.874052206043
MS11,setting,2022 Jul 26 00:45:51,15.999392257435309,19.45026340938179,23351.272844690586
MS11,rising,2022 Jul 26 17:23:27,16.0007299497069,273.8590015920157,23370.85140893345
MS11,culminate,2022 Jul 26 21:08:29,60.164061736458834,126.60583456343939,20148.751900009574
MS11,setting,2022 Jul 26 23:32:20,15.999709496383652,34.774386271419786,23354.004507804606
MS12,rising,2022 Jul 25 15:43:42,16.00022939053609,302.3705175024271,23360.48954446248
MS12,culminate,2022 Jul 25 19:05:17,51.01179757211061,173.8211492787045,20612.1692612136
MS12,setting,2022 Jul 25 22:13:05,15.999283384520828,54.61354154773745,23359.544892488604
MS12,rising,2022 Jul 26 14:17:59,16.000530441576924,322.1545225333811,23354.697386261498
MS12,culminate,2022 Jul 26 16:44:22,57.96761412552044,229.1625818094094,20248.558271088878
MS12,setting,2022 Jul 26 20:32:53,15.999645491451007,80.58508995967554,23368.77920446095
MS13,rising,2022 Jul 25 13:08:01,16.001496823520434,338.60463745626924,23351.38509727627
MS13,culminate,2022 Jul 25 15:26:23,72.08042874275523,247.254324016122,19730.63472005531
MS13,setting,2022 Jul 25 18:41:43,15.99897478226468,111.99749341446137,23380.63242010239
MS13,rising,2022 Jul 26 12:00:48,16.002050384573636,352.6617091100074,23349.92860649117
MS13,culminate,2022 Jul 26 14:16:39,87.44941137747385,257.49782893726524,19498.72765765823
MS13,setting,2022 Jul 26 17:00:57,15.999235138001662,130.93381775393584,23386.63023882044
MS14,rising,2022 Jul 25 11:06:06,16.000237556369765,7.365572956484652,23350.120391309232
MS14,culminate,2022 Jul 25 13:17:51,75.81334861362483,85.80086676097797,19640.57622033771
MS14,setting,2022 Jul 25 15:39:12,15.998954483475401,140.41958664911496,23389.13380078985
MS14,rising,2022 Jul 26 10:13:52,16.00007450354814,22.872268810998076,23351.739434924966
MS14,culminate,2022 Jul 26 12:17:18,59.984895108329916,92.87630857846061,20151.456053885562
MS14,setting,2022 Jul 26 14:19:29,15.999263200426167,144.4096104758257,23389.99847228057
MS15,rising,2022 Jul 25 02:10:32,16.000074105649258,218.57031170191956,23389.264761683153
MS15,culminate,2022 Jul 25 03:20:26,28.446905111473328,251.1515077627433,22221.616906292278
MS15,setting,2022 Jul 25 04:35:17,15.998197313776435,289.8945726335612,23365.0135574893
MS15,rising,2022 Jul 25 09:38:36,16.00363275633583,42.38504246296658,23355.561558360278
MS15,culminate,2022 Jul 25 11:25:29,44.192577125593544,100.2241279409584,21019.448205356923
MS15,setting,2022 Jul 25 13:06:07,15.991591077266726,145.134724239673,23390.932248146313
MS15,rising,2022 Jul 26 00:48:56,16.009805930059965,215.02436581161484,23389.076866410804
MS15,culminate,2022 Jul 26 02:26:27,42.24317572042817,258.8022856906573,21150.604681114142
MS15,setting,2022 Jul 26 04:10:27,15.995441020584945,314.7660498294023,23357.097078469105
MS15,rising,2022 Jul 26 09:11:22,16.000092635002424,66.30317630231468,23363.49020980319
MS15,culminate,2022 Jul 26 10:31:04,30.226625988906605,107.76603107475722,22070.002286552284
MS15,setting,2022 Jul 26 11:45:22,15.999382713944872,142.2316243432864,23389.51584502809
MS15,rising,2022 Jul 26 23:30:46,16.00587259912721,215.23042345176347,23389.419309119174
MS16,culminate,2022 Jul 25 01:35:03,57.90112374662865,266.1893503952012,20245.711948114043
MS16,setting,2022 Jul 25 03:36:53,15.999793482671272,334.8484174947389,23352.104746783367
MS16,rising,2022 Jul 25 09:24:09,16.000141613602793,105.84745129167035,23378.365788879746
MS16,culminate,2022 Jul 25 09:46:07,17.0645495022542,116.77188727615594,23276.840704591395
MS16,setting,2022 Jul 25 10:07:36,15.999669650463856,127.16769400711512,23385.53923579066
MS16,rising,2022 Jul 25 22:16:11,16.00036523548852,218.81733436440766,23389.184148780427
MS16,culminate,2022 Jul 26 00:34:55,73.66005114448956,273.22070961303325,19688.580696679153
MS16,setting,2022 Jul 26 02:45:52,15.997455815418002,350.66642884338955,23350.460586422985
MS16,rising,2022 Jul 26 20:51:32,16.001824461310477,226.859236968101,23387.007242704953
MS16,culminate,2022 Jul 26 23:31:23,89.67375855885973,280.8334733434694,19493.80738545802
MS21,rising,2022 Jul 25 16:19:15,16.00013958438011,22.470266230322075,23351.696973377682
MS21,culminate,2022 Jul 25 18:22:50,60.695834191178896,92.87363468127528,20120.79245401598
MS21,setting,2022 Jul 25 20:25:35,15.998951127544036,144.6454410289404,23390.105622564137
MS21,rising,2022 Jul 26 08:12:06,16.000099354341422,218.70344853267264,23389.236375136115
MS21,culminate,2022 Jul 26 09:19:29,27.56534783543232,250.26323137418345,22298.246440117648
MS21,setting,2022 Jul 26 10:31:30,15.99964131502482,287.51781032699256,23365.751161382792
MS21,rising,2022 Jul 26 15:36:50,16.000008796610206,40.84615173470427,23355.521659512353
MS21,culminate,2022 Jul 26 17:25:15,45.55033558821075,99.87432049233243,20931.204468383283
MS21,setting,2022 Jul 26 19:07:42,15.999946009902912,145.52161597963973,23390.186626185125
MS22,rising,2022 Jul 25 06:54:52,16.000784757061545,214.73822849431977,23390.060957306832
MS22,culminate,2022 Jul 25 08:31:38,41.91986794710889,258.3226466733196,21172.968927500944
MS22,setting,2022 Jul 25 10:14:45,15.999664262470974,313.8883668296536,23356.95188017349
MS22,rising,2022 Jul 25 15:15:31,16.000419861796633,65.39343068894321,23363.159367540706
MS22,culminate,2022 Jul 25 16:36:34,30.863918005045527,107.71898955842283,22016.761159246144
MS22,setting,2022 Jul 25 17:52:08,15.999809641813727,142.80351785541743,23389.627433487818
MS22,rising,2022 Jul 26 05:36:52,16.00088913256047,214.85765642032,23390.020121910653
MS22,culminate,2022 Jul 26 07:34:47,56.825670777167794,265.39366022299794,20296.87120584064
MS22,setting,2022 Jul 26 09:35:21,15.999419408542892,333.2781318820467,23352.42103265787
MS22,rising,2022 Jul 26 15:13:48,16.000246438404545,100.37730471522342,23376.340078283858
MS22,culminate,2022 Jul 26 15:45:28,18.212146478859665,116.24460306427893,23164.315809456755
MS22,setting,2022 Jul 26 16:16:05,15.999906800767315,131.01703770048766,23386.632855366817
MS23,rising,2022 Jul 25 04:22:36,16.00054754774341,218.30839558659386,23389.308792840693
MS23,culminate,2022 Jul 25 06:40:30,73.28738223389509,272.7288688778113,19697.640106463532
MS23,setting,2022 Jul 25 08:50:56,15.997738714619398,349.98043590391336,23350.504419398527
MS23,rising,2022 Jul 26 02:58:24,16.00022687437151,226.11331886525076,23387.392790923044
MS23,culminate,2022 Jul 26 05:37:13,89.3167228117648,280.3959897008038,19494.076155352024
