satCatlog,state,datetime,elev,azmth,distance
MS11,rising,2022 Jul 25 00:22:27,16.000005155141473,243.3095928202794,23364.62042177211
MS11,culminate,2022 Jul 25 04:49:27,45.171345372051334,46.23449611657149,20948.955805813286
MS11,setting,2022 Jul 25 07:14:58,15.999700451381411,132.7458647555967,23362.907457791884
MS11,rising,2022 Jul 25 22:49:38,16.00126297347993,221.4384675173251,23362.13272359253
MS11,culminate,2022 Jul 26 01:07:39,49.02701623404174,303.9793713898785,20709.528741585123
MS11,setting,2022 Jul 26 05:34:47,15.99899655499357,107.405359940089,23365.899208110626
MS11,rising,2022 Jul 26 21:31:10,16.00025892655445,205.86458535678312,23361.010308379828
MS11,culminate,2022 Jul 26 23:45:38,63.78870195672749,288.84096700327245,19987.939491385354
MS12,setting,2022 Jul 25 03:24:02,15.999784596381469,66.19546696630174,23370.822564756756
MS12,rising,2022 Jul 25 20:26:05,16.000722924953056,192.18491200331445,23360.338340177368
MS12,culminate,2022 Jul 25 22:41:51,81.00161290954202,280.1841595373773,19544.54025575704
MS12,setting,2022 Jul 26 01:32:15,15.999987755167908,43.36275795243566,23372.896148021402
MS12,rising,2022 Jul 26 19:22:39,16.00106837526051,179.59753512901173,23360.108546392694
MS12,culminate,2022 Jul 26 21:37:57,81.90771737890441,93.980677630787,19532.98196839142
MS13,setting,2022 Jul 25 00:09:16,15.99874329233206,35.06470828220048,23373.600742306422
MS13,rising,2022 Jul 25 18:32:37,16.000451944520165,165.13649730255958,23360.456095374942
MS13,culminate,2022 Jul 25 20:42:41,64.12777870458495,88.20760128802341,19974.303100718294
MS13,setting,2022 Jul 25 22:49:37,15.999131490825699,32.73796897593521,23373.688987194662
MS13,rising,2022 Jul 26 11:17:16,16.000184768361493,312.708778699893,23372.563581208982
MS13,culminate,2022 Jul 26 12:06:27,21.530378993439765,288.76503604596627,22834.904562636908
MS13,setting,2022 Jul 26 12:59:32,15.999670402765016,261.3668739287261,23366.93463344325
MS13,rising,2022 Jul 26 17:47:41,16.000521499329203,148.02898338567556,23361.40450089853
MS13,culminate,2022 Jul 26 19:44:33,47.82762841318575,82.70314003937776,20779.825427277476
MS13,setting,2022 Jul 26 21:31:25,15.999824264015595,33.67482880552308,23373.550246767947
MS14,rising,2022 Jul 25 09:50:41,16.0008770392015,323.456956542041,23373.29124460865
MS14,culminate,2022 Jul 25 11:19:28,36.47617291991315,281.65662749857495,21559.03259821961
MS14,setting,2022 Jul 25 12:58:28,15.99948890654206,228.24994404666464,23363.02810131314
MS14,rising,2022 Jul 25 17:26:24,16.00024342883798,123.55403640208695,23363.789711101144
MS14,culminate,2022 Jul 25 18:55:02,31.90355301424717,76.37581890539664,21920.654360380828
MS14,setting,2022 Jul 25 20:14:37,15.999166643228758,38.54402045752687,23373.3078515763
MS14,rising,2022 Jul 26 08:30:52,16.00122805086347,326.86740690960784,23373.45432327622
MS14,culminate,2022 Jul 26 10:23:20,52.02347638514648,275.8188891718622,20536.519766080586
MS14,setting,2022 Jul 26 12:24:43,15.999418745789399,207.01806270506677,23361.21312968437
MS14,rising,2022 Jul 26 17:31:22,16.000085189483283,85.42889632551247,23368.495819945805
MS14,culminate,2022 Jul 26 18:03:12,18.014039247065483,69.20945578781944,23171.88909997255
MS14,setting,2022 Jul 26 18:33:34,15.999978779372062,54.25947032627449,23371.94163564221
MS15,rising,2022 Jul 25 07:17:22,16.00056456508172,326.93125154071765,23373.530397269216
MS15,culminate,2022 Jul 25 09:30:04,69.33544789122905,270.1144018400096,19797.407830245353
MS15,setting,2022 Jul 25 11:42:24,15.997732384539885,190.3294847596656,23360.625761300318
MS15,rising,2022 Jul 26 05:56:18,16.00168997853195,323.3239189075495,23373.178930200775
MS15,culminate,2022 Jul 26 08:28:30,86.41953225500066,264.49522038597274,19494.517696021987
MS15,setting,2022 Jul 26 10:44:14,15.99970496696492,177.046964935456,23360.296292416922
MS16,rising,2022 Jul 25 04:28:21,16.000312677129987,311.93535572752324,23372.47153925398
MS16,culminate,2022 Jul 25 07:28:49,75.79805530229699,77.5851378827018,19633.041271059283
MS16,setting,2022 Jul 25 09:44:15,15.997605389724802,163.9035897145965,23360.829622521574
MS16,rising,2022 Jul 26 02:24:28,16.000173055050247,281.46891758050265,23369.32993234558
MS16,culminate,2022 Jul 26 06:17:39,59.68697116944189,68.24306249823199,20157.175346806096
MS16,setting,2022 Jul 26 08:32:03,15.998923994917083,150.3850996107096,23361.43964194968
MS21,culminate,2022 Jul 25 01:00:36,32.54720552304095,76.34506544514797,21868.20679466902
MS21,setting,2022 Jul 25 02:21:22,15.998882949236826,37.92377103952434,23373.40431433991
MS21,rising,2022 Jul 25 14:36:57,16.001393105552392,327.1252539683627,23373.47919691349
MS21,culminate,2022 Jul 25 16:28:35,51.60537665458083,276.2616567764347,20559.708607376902
MS21,setting,2022 Jul 25 18:29:07,15.999524754051935,207.8790603448786,23361.28497936408
MS21,rising,2022 Jul 25 23:32:30,16.00016273627409,87.76249461354352,23368.224987645473
MS21,culminate,2022 Jul 26 00:08:44,18.61966446567342,69.2171188462604,23112.999586795846
MS21,setting,2022 Jul 26 00:43:05,15.999614669909194,52.30551694587521,23372.182105760752
