,utc_off,ua_no,ua_name,prev_sat,cur_sat,ho_utc,avail_sats,MS11,MS12,MS13,MS14,MS15,MS16,MS21,MS22,MS23,MS24,MS25,MS26,MS31,MS32,MS33,MS34,MS35,MS36
7716,701,5,Hamilton,MS22,MS22,None,5,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
7717,701,6,HimachalPradesh,MS23,MS23,None,5,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0
7718,701,7,Jarkhand,MS14,MS14,None,6,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0
7719,701,8,Mindenaa,MS24,MS24,None,4,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
7720,701,9,Pretoria,MS15,MS15,None,4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
7721,701,10,Quito,MS21,MS21,None,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
7722,702,0,CapeTown,MS35,MS35,None,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
7723,702,1,Davao,MS32,MS32,None,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
7724,702,2,Durban,MS36,MS36,None,4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
7725,702,3,Edmington,MS13,MS13,None,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
7726,702,4,Halifax,MS12,MS12,None,4,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
7727,702,5,Hamilton,MS22,MS22,None,5,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
7728,702,6,HimachalPradesh,MS23,MS23,None,5,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0
7729,702,7,Jarkhand,MS14,MS14,None,4,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
7730,702,8,Mindenaa,MS24,MS24,None,4,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
7731,702,9,Pretoria,MS15,MS15,None,4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
7732,702,10,Quito,MS21,MS21,None,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
7733,703,0,CapeTown,MS35,MS35,None,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
7734,703,1,Davao,MS32,MS32,None,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
7735,703,2,Durban,MS36,MS36,None,5,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1
7736,703,3,Edmington,MS13,MS13,None,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
7737,703,4,Halifax,MS12,MS12,None,4,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
7738,703,5,Hamilton,MS22,MS22,None,5,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
7739,703,6,HimachalPradesh,MS23,MS23,None,5,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0
7740,703,7,Jarkhand,MS14,MS14,None,4,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
7741,703,8,Mindenaa,MS24,MS24,None,4,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
7742,703,9,Pretoria,MS15,MS15,None,4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
7743,703,10,Quito,MS21,MS21,None,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
7744,704,0,CapeTown,MS35,MS35,None,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
7745,704,1,Davao,MS32,MS32,None,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
7746,704,2,Durban,MS36,MS36,None,5,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1
7747,704,3,Edmington,MS13,MS13,None,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
7748,704,4,Halifax,MS12,MS12,None,4,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
7749,704,5,Hamilton,MS22,MS22,None,5,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
7750,704,6,HimachalPradesh,MS23,MS23,None,5,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0
7751,704,7,Jarkhand,MS14,MS14,None,4,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
7752,704,8,Mindenaa,MS24,MS24,None,4,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
7753,704,9,Pretoria,MS15,MS15,None,4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
7754,704,10,Quito,MS21,MS21,None,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
7755,705,0,CapeTown,MS35,MS35,None,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
7756,705,1,Davao,MS32,MS32,None,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
7757,705,2,Durban,MS36,MS36,None,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
7758,705,3,Edmington,MS13,MS13,None,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
7759,705,4,Halifax,MS12,MS12,None,4,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
7760,705,5,Hamilton,MS22,MS22,None,5,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
7761,705,6,HimachalPradesh,MS23,MS23,None,5,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0
7762,705,7,Jarkhand,MS14,MS14,None,4,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
7763,705,8,Mindenaa,MS24,MS24,None,4,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
7764,705,9,Pretoria,MS15,MS15,None,4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
7765,705,10,Quito,MS21,MS21,None,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
7766,706,0,CapeTown,MS35,MS35,None,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
7767,706,1,Davao,MS32,MS32,None,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
7768,706,2,Durban,MS36,MS36,None,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
7769,706,3,Edmington,MS13,MS13,None,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
7770,706,4,Halifax,MS12,MS12,None,4,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
7771,706,5,Hamilton,MS22,MS22,None,5,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
7772,706,6,HimachalPradesh,MS23,MS23,None,5,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0
7773,706,7,Jarkhand,MS14,MS14,None,4,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
7774,706,8,Mindenaa,MS24,MS24,None,4,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
7775,706,9,Pretoria,MS15,MS15,None,4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
7776,706,10,Quito,MS21,MS21,None,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
7777,707,0,CapeTown,MS35,MS35,None,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
7778,707,1,Davao,MS32,MS32,None,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
7779,707,2,Durban,MS36,MS36,None,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
7780,707,3,Edmington,MS13,MS13,None,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
7781,707,4,Halifax,MS12,MS12,None,4,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
7782,707,5,Hamilton,MS22,MS22,None,5,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
7783,707,6,HimachalPradesh,MS23,MS23,None,5,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0
7784,707,7,Jarkhand,MS14,MS14,None,4,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
7785,707,8,Mindenaa,MS24,MS24,None,4,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
7786,707,9,Pretoria,MS15,MS15,None,4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
7787,707,10,Quito,MS21,MS21,None,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
7788,708,0,CapeTown,MS35,MS35,None,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
7789,708,1,Davao,MS32,MS32,None,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
7790,708,2,Durban,MS36,MS36,None,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
7791,708,3,Edmington,MS13,MS13,None,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
7792,708,4,Halifax,MS12,MS12,None,4,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
7793,708,5,Hamilton,MS22,MS22,None,5,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
7794,708,6,HimachalPradesh,MS23,MS23,None,5,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0
7795,708,7,Jarkhand,MS14,MS14,None,4,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
7796,708,8,Mindenaa,MS24,MS24,None,4,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
7797,708,9,Pretoria,MS15,MS15,None,5,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1
7798,708,10,Quito,MS21,MS21,None,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
7799,709,0,CapeTown,MS35,MS35,None,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
7800,709,1,Davao,MS32,MS32,None,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
7801,709,2,Durban,MS36,MS36,None,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
7802,709,3,Edmington,MS13,MS13,None,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
7803,709,4,Halifax,MS12,MS12,None,4,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
7804,709,5,Hamilton,MS22,MS22,None,5,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
7805,709,6,HimachalPradesh,MS23,MS23,None,5,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0
7806,709,7,Jarkhand,MS14,MS14,None,4,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
7807,709,8,Mindenaa,MS24,MS24,None,4,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
7808,709,9,Pretoria,MS15,MS15,None,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
7809,709,10,Quito,MS21,MS21,None,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
7810,710,0,CapeTown,MS35,MS35,None,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
7811,710,1,Davao,MS32,MS32,None,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
7812,710,2,Durban,MS36,MS36,None,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
7813,710,3,Edmington,MS13,MS13,None,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
7814,710,4,Halifax,MS12,MS12,None,4,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
7815,710,5,Hamilton,MS22,MS22,None,5,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
7816,710,6,HimachalPradesh,MS23,MS23,None,5,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0
7817,710,7,Jarkhand,MS14,MS14,None,4,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
7818,710,8,Mindenaa,MS24,MS24,None,4,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
7819,710,9,Pretoria,MS15,MS15,None,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
7820,710,10,Quito,MS21,MS21,None,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
7821,711,0,CapeTown,MS35,MS35,None,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
7822,711,1,Davao,MS32,MS32,None,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
7823,711,2,Durban,MS36,MS36,None,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
7824,711,3,Edmington,MS13,MS13,None,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
7825,711,4,Halifax,MS12,MS12,None,4,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
7826,711,5,Hamilton,MS22,MS22,None,5,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
7827,711,6,HimachalPradesh,MS23,MS23,None,5,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0
7828,711,7,Jarkhand,MS14,MS14,None,4,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
7829,711,8,Mindenaa,MS24,MS24,None,4,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
7830,711,9,Pretoria,MS15,MS15,None,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
7831,711,10,Quito,MS21,MS21,None,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
7832,712,0,CapeTown,MS35,MS35,None,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
7833,712,1,Davao,MS32,MS32,None,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
7834,712,2,Durban,MS36,MS36,None,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
7835,712,3,Edmington,MS13,MS13,None,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
7836,712,4,Halifax,MS12,MS12,None,4,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
7837,712,5,Hamilton,MS22,MS22,None,5,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
7838,712,6,HimachalPradesh,MS23,MS23,None,5,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0
7839,712,7,Jarkhand,MS14,MS14,None,4,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
7840,712,8,Mindenaa,MS24,MS24,None,4,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
7841,712,9,Pretoria,MS15,MS15,None,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
7842,712,10,Quito,MS21,MS21,None,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
7843,713,0,CapeTown,MS35,MS35,None,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
7844,713,1,Davao,MS32,MS32,None,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
7845,713,2,Durban,MS36,MS36,None,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
7846,713,3,Edmington,MS13,MS13,None,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
7847,713,4,Halifax,MS12,MS12,None,4,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
7848,713,5,Hamilton,MS22,MS22,None,5,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
7849,713,6,HimachalPradesh,MS23,MS23,None,5,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0
7850,713,7,Jarkhand,MS14,MS14,None,4,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
7851,713,8,Mindenaa,MS24,MS24,None,4,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
7852,713,9,Pretoria,MS15,MS15,None,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
7853,713,10,Quito,MS21,MS21,None,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
7854,714,0,CapeTown,MS35,MS35,None,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
7855,714,1,Davao,MS32,MS32,None,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
7856,714,2,Durban,MS36,MS36,None,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
7857,714,3,Edmington,MS13,MS13,None,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
7858,714,4,Halifax,MS12,MS12,None,4,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
7859,714,5,Hamilton,MS22,MS22,None,5,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
7860,714,6,HimachalPradesh,MS23,MS23,None,5,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0
7861,714,7,Jarkhand,MS14,MS14,None,4,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
7862,714,8,Mindenaa,MS24,MS24,None,4,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
7863,714,9,Pretoria,MS15,MS15,None,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
7864,714,10,Quito,MS21,MS21,None,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
7865,715,0,CapeTown,MS35,MS35,None,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
7866,715,1,Davao,MS32,MS32,None,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
7867,715,2,Durban,MS36,MS36,None,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
7868,715,3,Edmington,MS13,MS13,None,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
7869,715,4,Halifax,MS12,MS12,None,4,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
7870,715,5,Hamilton,MS22,MS22,None,5,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
7871,715,6,HimachalPradesh,MS23,MS23,None,5,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0
7872,715,7,Jarkhand,MS14,MS14,None,4,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
7873,715,8,Mindenaa,MS24,MS24,None,4,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
7874,715,9,Pretoria,MS15,MS15,None,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
7875,715,10,Quito,MS21,MS21,None,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
7876,716,0,CapeTown,MS35,MS35,None,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
7877,716,1,Davao,MS32,MS32,None,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
7878,716,2,Durban,MS36,MS36,None,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
7879,716,3,Edmington,MS13,MS13,None,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
7880,716,4,Halifax,MS12,MS12,None,4,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
7881,716,5,Hamilton,MS22,MS22,None,5,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
7882,716,6,HimachalPradesh,MS23,MS23,None,5,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0
7883,716,7,Jarkhand,MS14,MS14,None,4,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
7884,716,8,Mindenaa,MS24,MS24,None,4,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
7885,716,9,Pretoria,MS15,MS15,None,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
7886,716,10,Quito,MS21,MS21,None,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
7887,717,0,CapeTown,MS35,MS35,None,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
7888,717,1,Davao,MS32,MS32,None,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
7889,717,2,Durban,MS36,MS36,None,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
7890,717,3,Edmington,MS13,MS13,None,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
7891,717,4,Halifax,MS12,MS12,None,4,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
7892,717,5,Hamilton,MS22,MS22,None,5,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
7893,717,6,HimachalPradesh,MS23,MS23,None,5,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0
7894,717,7,Jarkhand,MS14,MS14,None,4,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
7895,717,8,Mindenaa,MS24,MS24,None,4,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
7896,717,9,Pretoria,MS15,MS15,None,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
7897,717,10,Quito,MS21,MS21,None,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
7898,718,0,CapeTown,MS35,MS35,None,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
7899,718,1,Davao,MS32,MS32,None,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
7900,718,2,Durban,MS36,MS36,None,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
7901,718,3,Edmington,MS13,MS13,None,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
7902,718,4,Halifax,MS12,MS12,None,4,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
7903,718,5,Hamilton,MS22,MS22,None,5,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
7904,718,6,HimachalPradesh,MS23,MS23,None,5,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0
7905,718,7,Jarkhand,MS14,MS14,None,4,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
7906,718,8,Mindenaa,MS24,MS24,None,4,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
7907,718,9,Pretoria,MS15,MS15,None,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
7908,718,10,Quito,MS21,MS21,None,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
7909,719,0,CapeTown,MS35,MS35,None,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
7910,719,1,Davao,MS32,MS32,None,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
7911,719,2,Durban,MS36,MS36,None,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
7912,719,3,Edmington,MS13,MS13,None,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
7913,719,4,Halifax,MS12,MS12,None,4,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
7914,719,5,Hamilton,MS22,MS22,None,5,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
7915,719,6,HimachalPradesh,MS23,MS23,None,5,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0
7916,719,7,Jarkhand,MS14,MS14,None,4,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
7917,719,8,Mindenaa,MS24,MS24,None,4,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
7918,719,9,Pretoria,MS15,MS15,None,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
7919,719,10,Quito,MS21,MS21,None,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
7920,720,0,CapeTown,MS35,MS35,None,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
7921,720,1,Davao,MS32,MS32,None,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
7922,720,2,Durban,MS36,MS36,None,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
7923,720,3,Edmington,MS13,MS13,None,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
7924,720,4,Halifax,MS12,MS12,None,4,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
7925,720,5,Hamilton,MS22,MS22,None,5,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
7926,720,6,HimachalPradesh,MS23,MS23,None,5,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0
7927,720,7,Jarkhand,MS14,MS14,None,4,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
7928,720,8,Mindenaa,MS24,MS24,None,4,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
7929,720,9,Pretoria,MS15,MS15,None,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
7930,720,10,Quito,MS21,MS21,None,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
7931,721,0,CapeTown,MS35,MS35,None,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
7932,721,1,Davao,MS32,MS32,None,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
7933,721,2,Durban,MS36,MS36,None,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
7934,721,3,Edmington,MS13,MS13,None,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
7935,721,4,Halifax,MS12,MS12,None,4,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
7936,721,5,Hamilton,MS22,MS22,None,4,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
7937,721,6,HimachalPradesh,MS23,MS23,None,5,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0
7938,721,7,Jarkhand,MS14,MS14,None,4,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
7939,721,8,Mindenaa,MS24,MS24,None,4,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
7940,721,9,Pretoria,MS15,MS15,None,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
7941,721,10,Quito,MS21,MS21,None,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
7942,722,0,CapeTown,MS35,MS35,None,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
7943,722,1,Davao,MS32,MS32,None,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
